taskset -c 1  dd if=/dev/zero of=/dev/null &
taskset -c 2  dd if=/dev/zero of=/dev/null &
taskset -c 3  dd if=/dev/zero of=/dev/null &
taskset -c 4  dd if=/dev/zero of=/dev/null &
taskset -c 5  dd if=/dev/zero of=/dev/null &
taskset -c 6  dd if=/dev/zero of=/dev/null &
taskset -c 7  dd if=/dev/zero of=/dev/null &
taskset -c 9  dd if=/dev/zero of=/dev/null &
taskset -c 10  dd if=/dev/zero of=/dev/null &
taskset -c 11 dd if=/dev/zero of=/dev/null &
taskset -c 12  dd if=/dev/zero of=/dev/null &
taskset -c 13  dd if=/dev/zero of=/dev/null &
taskset -c 14  dd if=/dev/zero of=/dev/null &
taskset -c 15  dd if=/dev/zero of=/dev/null &
sar -P ALL 10 &

Linux 4.18.0-305.25.1.el8_4.x86_64 (nyl96i-9922) 	08/22/2022 	_x86_64_	(16 CPU)

04:33:38 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:33:58 PM      10     19.00      0.00     81.00      0.00      0.00      0.00
04:33:58 PM      11     18.90      0.00     81.10      0.00      0.00      0.00
04:33:58 PM      12     19.10      0.00     80.90      0.00      0.00      0.00
04:33:58 PM      13     18.70      0.00     81.30      0.00      0.00      0.00
04:33:58 PM      14     19.00      0.00     81.00      0.00      0.00      0.00
04:33:58 PM      15     18.80      0.00     81.20      0.00      0.00      0.00

04:33:58 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:34:08 PM     all     36.43      0.00     51.12      0.00      0.00     12.45
04:34:08 PM       0      0.10      0.00      0.40      0.00      0.00     99.50
04:34:08 PM       1     41.10      0.00     58.90      0.00      0.00      0.00
04:34:08 PM       2     42.20      0.00     57.80      0.00      0.00      0.00
04:34:08 PM       3     41.34      0.00     58.66      0.00      0.00      0.00
04:34:08 PM       4     42.20      0.00     57.80      0.00      0.00      0.00
04:34:08 PM       5     41.40      0.00     58.60      0.00      0.00      0.00
04:34:08 PM       6     41.34      0.00     58.66      0.00      0.00      0.00
04:34:08 PM       7     41.30      0.00     58.70      0.00      0.00      0.00
04:34:08 PM       8      0.10      0.00      0.20      0.00      0.00     99.70
04:34:08 PM       9     42.30      0.00     57.70      0.00      0.00      0.00
04:34:08 PM      10     41.66      0.00     58.34      0.00      0.00      0.00
04:34:08 PM      11     41.40      0.00     58.60      0.00      0.00      0.00
04:34:08 PM      12     42.10      0.00     57.90      0.00      0.00      0.00
04:34:08 PM      13     41.30      0.00     58.70      0.00      0.00      0.00
04:34:08 PM      14     41.80      0.00     58.20      0.00      0.00      0.00
04:34:08 PM      15     41.30      0.00     58.70      0.00      0.00      0.00

04:34:08 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:34:18 PM     all     36.44      0.00     51.10      0.00      0.00     12.46
04:34:18 PM       0      0.00      0.00      0.20      0.00      0.00     99.80
04:34:18 PM       1     41.30      0.00     58.70      0.00      0.00      0.00
04:34:18 PM       2     42.30      0.00     57.70      0.00      0.00      0.00
04:34:18 PM       3     41.36      0.00     58.64      0.00      0.00      0.00
04:34:18 PM       4     42.20      0.00     57.80      0.00      0.00      0.00
04:34:18 PM       5     41.30      0.00     58.70      0.00      0.00      0.00
04:34:18 PM       6     41.40      0.00     58.60      0.00      0.00      0.00
04:34:18 PM       7     41.36      0.00     58.64      0.00      0.00      0.00
04:34:18 PM       8      0.10      0.00      0.10      0.00      0.00     99.80
04:34:18 PM       9     42.30      0.00     57.70      0.00      0.00      0.00
04:34:18 PM      10     41.60      0.00     58.40      0.00      0.00      0.00
04:34:18 PM      11     41.30      0.00     58.70      0.00      0.00      0.00
04:34:18 PM      12     42.06      0.00     57.94      0.00      0.00      0.00
04:34:18 PM      13     41.30      0.00     58.70      0.00      0.00      0.00
04:34:18 PM      14     41.70      0.00     58.30      0.00      0.00      0.00
04:34:18 PM      15     41.30      0.00     58.70      0.00      0.00      0.00

04:34:18 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:34:28 PM     all     36.45      0.00     51.08      0.00      0.00     12.47
04:34:28 PM       0      0.00      0.00      0.20      0.00      0.00     99.80
04:34:28 PM       1     41.36      0.00     58.64      0.00      0.00      0.00
04:34:28 PM       2     42.40      0.00     57.60      0.00      0.00      0.00
04:34:28 PM       3     41.34      0.00     58.66      0.00      0.00      0.00
04:34:28 PM       4     42.20      0.00     57.80      0.00      0.00      0.00
04:34:28 PM       5     41.30      0.00     58.70      0.00      0.00      0.00
04:34:28 PM       6     41.36      0.00     58.64      0.00      0.00      0.00
04:34:28 PM       7     41.30      0.00     58.70      0.00      0.00      0.00
04:34:28 PM       8      0.10      0.00      0.10      0.00      0.00     99.80
04:34:28 PM       9     42.30      0.00     57.70      0.00      0.00      0.00
04:34:28 PM      10     41.70      0.00     58.30      0.00      0.00      0.00
04:34:28 PM      11     41.30      0.00     58.70      0.00      0.00      0.00
04:34:28 PM      12     42.04      0.00     57.96      0.00      0.00      0.00
04:34:28 PM      13     41.30      0.00     58.70      0.00      0.00      0.00
04:34:28 PM      14     41.80      0.00     58.20      0.00      0.00      0.00
04:34:28 PM      15     41.30      0.00     58.70      0.00      0.00      0.00

04:34:28 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:34:38 PM     all     36.45      0.00     51.09      0.00      0.00     12.46
04:34:38 PM       0      0.10      0.00      0.40      0.00      0.00     99.50
04:34:38 PM       1     41.34      0.00     58.66      0.00      0.00      0.00
04:34:38 PM       2     42.30      0.00     57.70      0.00      0.00      0.00
04:34:38 PM       3     41.36      0.00     58.64      0.00      0.00      0.00
04:34:38 PM       4     42.26      0.00     57.74      0.00      0.00      0.00
04:34:38 PM       5     41.40      0.00     58.60      0.00      0.00      0.00
04:34:38 PM       6     41.40      0.00     58.60      0.00      0.00      0.00
04:34:38 PM       7     41.30      0.00     58.70      0.00      0.00      0.00
04:34:38 PM       8      0.10      0.00      0.00      0.00      0.00     99.90
04:34:38 PM       9     42.24      0.00     57.76      0.00      0.00      0.00
04:34:38 PM      10     41.60      0.00     58.40      0.00      0.00      0.00
04:34:38 PM      11     41.40      0.00     58.60      0.00      0.00      0.00
04:34:38 PM      12     42.06      0.00     57.94      0.00      0.00      0.00
04:34:38 PM      13     41.30      0.00     58.70      0.00      0.00      0.00
04:34:38 PM      14     41.70      0.00     58.30      0.00      0.00      0.00
04:34:38 PM      15     41.30      0.00     58.70      0.00      0.00      0.00
